shipment_id,shipment_date,exporter_id,buyer_id,origin_city,destination_country_raw,destination_market,destination_port,transport_preference,incoterm,delivery_deadline,current_stage,commercial_currency,declared_total_value,declared_gross_weight_kg,declared_volume_cbm,package_count,special_handling_text
SHP-000200,2026-09-28,EXP-0003,BUY-0030,Chennai,España,ES,Valencia,Air,CIP,2026-10-12,PACKING,USD,9859.66,802.41,5.932,29,Retail launch deadline
SHP-000201,2026-08-21,EXP-0008,BUY-0009,Ludhiana,Italia,IT,Genoa,Air,DAP,2026-09-06,PRE_PRODUCTION,USD,33649.0,470.94,2.489,17,Do not stack
SHP-000202,2026-11-08,EXP-0008,BUY-0002,Ludhiana,The Netherlands,NL,Rotterdam,Sea LCL,FOB,2026-12-17,CUSTOMS_PREPARATION,USD,39507.92,1854.33,9.612,67,Standard
SHP-000203,2026-07-27,EXP-0001,BUY-0025,Delhi,Spain,ES,Barcelona,Sea LCL,DAP,2026-09-12,PACKING,USD,13253.21,1079.94,8.271,39,Do not stack
SHP-000204,2026-10-22,EXP-0006,BUY-0016,Jaipur,Federal Republic of Germany,DE,Hamburg,Sea LCL,CIF,2026-11-22,BOOKING,USD,12437.88,2217.33,17.579,80,
SHP-000205,2026-09-10,EXP-0002,BUY-0003,Mumbai,France,FR,Le Havre,Sea LCL,DAP,2026-10-23,CUSTOMS_PREPARATION,USD,53491.09,1629.29,8.779,59,Standard
SHP-000206,2026-07-29,EXP-0001,BUY-0020,Delhi,España,ES,Barcelona,Sea LCL,DAP,2026-09-17,PRODUCT_APPROVAL,USD,46233.72,619.43,3.262,23,Do not stack
SHP-000207,2026-08-15,EXP-0007,BUY-0006,Ahmedabad,Germany,DE,Hamburg,Air,CIF,2026-08-25,PRE_PRODUCTION,USD,6936.8,627.62,2.915,23,
SHP-000208,2026-10-28,EXP-0006,BUY-0026,Jaipur,Germany,DE,Bremerhaven,Sea LCL,CIP,2026-12-13,PRE_PRODUCTION,USD,4663.09,553.43,2.726,20,
SHP-000209,2026-10-19,EXP-0004,BUY-0012,Kolkata,NL,NL,Rotterdam,Sea LCL,CIF,2026-11-27,CUSTOMS_PREPARATION,USD,146967.48,2982.35,16.286,107,Moisture protection requested
SHP-000210,2026-08-17,EXP-0010,BUY-0021,Tiruppur,Federal Republic of Germany,DE,Hamburg,Sea LCL,CIF,2026-10-02,BOOKING,USD,58820.58,2851.4,21.21,102,
SHP-000211,2026-08-30,EXP-0010,BUY-0004,Tiruppur,IT,IT,Genoa,Sea LCL,FOB,2026-10-06,PRE_PRODUCTION,USD,29050.96,305.23,2.138,11,Moisture protection requested
SHP-000212,2026-12-05,EXP-0006,BUY-0016,Jaipur,Federal Republic of Germany,DE,Hamburg,Sea LCL,CIF,2027-01-22,IN_TRANSIT,USD,70417.77,2298.85,14.238,83,Do not stack
SHP-000213,2026-11-11,EXP-0003,BUY-0020,Chennai,España,ES,Valencia,Sea LCL,CIF,2026-12-25,BOOKING,USD,125967.07,4540.48,29.272,164,Do not stack
SHP-000214,2026-08-22,EXP-0009,BUY-0018,Surat,French Republic,FR,Marseille,Air,DAP,2026-09-01,IN_TRANSIT,USD,75523.28,1523.08,7.194,55,Retail launch deadline
SHP-000215,2026-08-12,EXP-0012,BUY-0027,Mumbai,NL,NL,Rotterdam,Sea LCL,DAP,2026-09-16,CUSTOMS_PREPARATION,USD,23020.53,466.95,2.906,17,Moisture protection requested
SHP-000216,2026-07-21,EXP-0004,BUY-0003,Kolkata,French Republic,FR,Marseille,Air,DAP,2026-07-31,BOOKING,USD,36531.0,1483.66,10.617,53,Standard
SHP-000217,2026-08-27,EXP-0006,BUY-0003,Jaipur,French Republic,FR,Le Havre,Sea LCL,DAP,2026-10-01,PACKING,USD,85355.95,3647.12,22.393,131,Moisture protection requested
SHP-000218,2026-09-18,EXP-0006,BUY-0015,Jaipur,España,ES,Barcelona,Air,CIP,2026-10-04,CUSTOMS_PREPARATION,USD,47735.3,1217.54,7.563,44,Standard
SHP-000219,2026-11-27,EXP-0001,BUY-0017,Delhi,NL,NL,Rotterdam,Sea LCL,FOB,2027-01-14,CUSTOMS_PREPARATION,USD,63707.36,2278.78,12.518,82,Moisture protection requested
SHP-000220,2026-07-11,EXP-0010,BUY-0007,Tiruppur,NL,NL,Rotterdam,Air,FOB,2026-07-23,CUSTOMS_PREPARATION,USD,57901.2,577.67,2.951,21,
SHP-000221,2026-07-12,EXP-0002,BUY-0013,Mumbai,FR,FR,Le Havre,Air,CIF,2026-07-25,BOOKING,USD,68491.32,906.42,4.356,33,Standard
SHP-000222,2026-11-29,EXP-0008,BUY-0020,Ludhiana,ES,ES,Barcelona,Sea LCL,DAP,2027-01-16,PRODUCT_APPROVAL,USD,34548.39,467.5,3.742,17,Do not stack
SHP-000223,2026-07-06,EXP-0011,BUY-0016,Delhi,DE,DE,Hamburg,Sea LCL,CIF,2026-08-25,CUSTOMS_PREPARATION,USD,141836.56,4895.54,34.001,176,Do not stack
SHP-000224,2026-10-03,EXP-0007,BUY-0021,Ahmedabad,Germany,DE,Bremerhaven,Sea LCL,CIP,2026-11-05,PRODUCT_APPROVAL,USD,95184.51,3714.24,21.232,133,
SHP-000225,2026-11-05,EXP-0002,BUY-0021,Mumbai,DE,DE,Bremerhaven,Sea LCL,DAP,2026-12-12,BOOKING,USD,53034.19,1246.96,5.86,45,Do not stack
SHP-000226,2026-08-11,EXP-0008,BUY-0013,Ludhiana,FR,FR,Le Havre,Sea LCL,FOB,2026-09-21,DISPATCH,USD,87725.84,3037.82,17.956,109,Retail launch deadline
SHP-000227,2026-08-09,EXP-0004,BUY-0029,Kolkata,Italy,IT,Genoa,Sea LCL,DAP,2026-09-17,PRODUCT_APPROVAL,USD,100541.67,2956.36,16.288,107,Do not stack
SHP-000228,2026-08-27,EXP-0008,BUY-0029,Ludhiana,Italia,IT,Genoa,Sea LCL,CIP,2026-10-04,PRODUCT_APPROVAL,USD,40212.44,3619.33,27.775,130,Moisture protection requested
SHP-000229,2026-12-08,EXP-0008,BUY-0007,Ludhiana,NL,NL,Rotterdam,Sea LCL,CIP,2027-01-26,PRE_PRODUCTION,USD,39337.92,815.58,4.862,30,Retail launch deadline
SHP-000230,2026-08-28,EXP-0006,BUY-0012,Jaipur,NL,NL,Rotterdam,Air,CIF,2026-09-10,BOOKING,USD,66499.08,1027.49,5.132,37,Retail launch deadline
SHP-000231,2026-09-23,EXP-0011,BUY-0006,Delhi,DE,DE,Bremerhaven,Sea LCL,CIP,2026-11-06,BOOKING,USD,181968.7,3254.43,20.333,118,Retail launch deadline
SHP-000232,2026-09-09,EXP-0012,BUY-0018,Mumbai,French Republic,FR,Marseille,Sea LCL,CIP,2026-10-21,BOOKING,USD,42559.44,1630.27,8.411,59,
SHP-000233,2026-07-24,EXP-0011,BUY-0002,Delhi,NL,NL,Rotterdam,Sea LCL,CIF,2026-09-02,PRE_PRODUCTION,USD,175683.2,5936.18,40.307,213,Standard
SHP-000234,2026-09-15,EXP-0005,BUY-0029,Bengaluru,Italy,IT,Genoa,Air,FOB,2026-10-03,PACKING,USD,20869.2,576.51,3.095,21,Standard
SHP-000235,2026-07-25,EXP-0011,BUY-0003,Delhi,FR,FR,Marseille,Air,CIF,2026-08-03,IN_TRANSIT,USD,58360.78,1533.09,7.519,55,Retail launch deadline
SHP-000236,2026-10-07,EXP-0001,BUY-0008,Delhi,France,FR,Marseille,Sea LCL,CIP,2026-11-20,IN_TRANSIT,USD,58401.0,2092.92,11.728,75,Moisture protection requested
SHP-000237,2026-08-20,EXP-0009,BUY-0023,Surat,French Republic,FR,Marseille,Sea LCL,FOB,2026-10-09,PRE_PRODUCTION,USD,54095.44,1150.33,7.27,42,Standard
SHP-000238,2026-11-16,EXP-0003,BUY-0016,Chennai,Germany,DE,Hamburg,Sea LCL,CIF,2026-12-17,BOOKING,USD,38894.24,1630.67,12.865,59,Standard
SHP-000239,2026-11-07,EXP-0009,BUY-0016,Surat,Federal Republic of Germany,DE,Hamburg,Air,FOB,2026-11-21,PACKING,USD,16237.1,1123.24,8.855,41,Retail launch deadline
SHP-000240,2026-09-09,EXP-0012,BUY-0021,Mumbai,Federal Republic of Germany,DE,Hamburg,Air,CIF,2026-09-23,PRE_PRODUCTION,USD,90480.0,991.32,5.841,36,
SHP-000241,2026-11-28,EXP-0009,BUY-0007,Surat,The Netherlands,NL,Rotterdam,Sea LCL,FOB,2027-01-09,PRE_PRODUCTION,USD,42776.58,3079.92,20.286,110,
SHP-000242,2026-08-21,EXP-0004,BUY-0001,Kolkata,DE,DE,Bremerhaven,Air,CIP,2026-09-01,PRODUCT_APPROVAL,USD,25395.2,590.81,3.963,22,Moisture protection requested
SHP-000243,2026-09-28,EXP-0008,BUY-0020,Ludhiana,ES,ES,Valencia,Sea LCL,CIP,2026-10-28,DISPATCH,USD,90447.44,3359.5,15.494,120,Retail launch deadline
SHP-000244,2026-08-09,EXP-0008,BUY-0021,Ludhiana,DE,DE,Bremerhaven,Sea LCL,CIP,2026-09-22,DISPATCH,USD,90456.28,1739.1,8.72,63,Retail launch deadline
SHP-000245,2026-11-02,EXP-0009,BUY-0013,Surat,FR,FR,Le Havre,Sea LCL,DAP,2026-12-20,IN_TRANSIT,USD,111343.57,1932.89,10.195,70,Do not stack
SHP-000246,2026-11-02,EXP-0002,BUY-0008,Mumbai,FR,FR,Marseille,Sea LCL,CIF,2026-12-10,PRODUCT_APPROVAL,USD,114159.7,1978.02,13.516,72,Standard
SHP-000247,2026-09-26,EXP-0008,BUY-0026,Ludhiana,DE,DE,Bremerhaven,Sea LCL,DAP,2026-11-02,PACKING,USD,28552.99,1289.92,6.124,47,Standard
SHP-000248,2026-10-08,EXP-0001,BUY-0003,Delhi,FR,FR,Le Havre,Sea LCL,DAP,2026-11-17,CUSTOMS_PREPARATION,USD,60184.6,2037.49,10.418,74,Do not stack
SHP-000249,2026-12-02,EXP-0005,BUY-0006,Bengaluru,DE,DE,Bremerhaven,Air,DAP,2026-12-16,IN_TRANSIT,USD,38971.66,975.99,5.709,35,Standard
SHP-000250,2026-09-05,EXP-0007,BUY-0019,Ahmedabad,Italia,IT,Genoa,Sea LCL,DAP,2026-10-19,PACKING,USD,93732.68,2320.53,12.138,83,Retail launch deadline
SHP-000251,2026-11-27,EXP-0012,BUY-0030,Mumbai,ES,ES,Barcelona,Air,FOB,2026-12-13,PACKING,USD,43690.32,1000.71,6.624,36,Moisture protection requested
SHP-000252,2026-09-07,EXP-0010,BUY-0026,Tiruppur,DE,DE,Hamburg,Sea LCL,DAP,2026-10-14,PRE_PRODUCTION,USD,73564.1,1355.53,8.53,49,Retail launch deadline
SHP-000253,2026-08-15,EXP-0011,BUY-0026,Delhi,DE,DE,Hamburg,Sea LCL,CIF,2026-09-18,PACKING,USD,95496.5,2271.36,16.636,82,Standard
SHP-000254,2026-11-05,EXP-0002,BUY-0020,Mumbai,Spain,ES,Valencia,Sea LCL,FOB,2026-12-18,PACKING,USD,1978.2,252.37,1.157,10,Moisture protection requested
SHP-000255,2026-08-31,EXP-0003,BUY-0018,Chennai,France,FR,Marseille,Sea LCL,FOB,2026-10-15,PRODUCT_APPROVAL,USD,38236.44,1957.22,10.441,70,Retail launch deadline
SHP-000256,2026-08-24,EXP-0010,BUY-0002,Tiruppur,NL,NL,Rotterdam,Air,DAP,2026-09-08,PACKING,USD,35775.48,661.26,3.108,24,
SHP-000257,2026-08-06,EXP-0002,BUY-0012,Mumbai,The Netherlands,NL,Rotterdam,Air,FOB,2026-08-19,BOOKING,USD,73879.22,1315.42,6.626,47,Retail launch deadline
SHP-000258,2026-12-01,EXP-0011,BUY-0022,Delhi,The Netherlands,NL,Rotterdam,Air,CIP,2026-12-16,DISPATCH,USD,81356.0,1152.89,6.726,42,Retail launch deadline
SHP-000259,2026-09-10,EXP-0003,BUY-0001,Chennai,Federal Republic of Germany,DE,Bremerhaven,Sea LCL,CIP,2026-10-28,CUSTOMS_PREPARATION,USD,19646.61,4278.43,26.634,153,Standard
SHP-000260,2026-07-20,EXP-0012,BUY-0007,Mumbai,NL,NL,Rotterdam,Sea LCL,CIP,2026-08-28,IN_TRANSIT,USD,85641.26,2535.05,13.575,92,Standard
SHP-000261,2026-07-15,EXP-0011,BUY-0014,Delhi,Italia,IT,Genoa,Air,CIF,2026-07-27,PRODUCT_APPROVAL,USD,19569.71,226.75,1.325,9,Retail launch deadline
SHP-000262,2026-07-23,EXP-0002,BUY-0013,Mumbai,France,FR,Le Havre,Sea LCL,CIP,2026-09-02,PRODUCT_APPROVAL,USD,62349.28,554.14,4.082,20,Do not stack
SHP-000263,2026-07-01,EXP-0012,BUY-0017,Mumbai,Netherlands,NL,Rotterdam,Sea LCL,CIF,2026-08-10,BOOKING,USD,72454.48,1776.23,9.217,64,
SHP-000264,2026-07-09,EXP-0001,BUY-0021,Delhi,DE,DE,Hamburg,Sea LCL,CIP,2026-08-12,IN_TRANSIT,USD,68021.91,3247.28,18.499,117,
SHP-000265,2026-10-02,EXP-0004,BUY-0006,Kolkata,Federal Republic of Germany,DE,Hamburg,Sea LCL,DAP,2026-11-07,PACKING,USD,106527.44,2314.2,12.082,83,
SHP-000266,2026-07-20,EXP-0012,BUY-0005,Mumbai,España,ES,Valencia,Air,DAP,2026-08-01,PACKING,USD,4111.48,455.98,2.944,17,Retail launch deadline
SHP-000267,2026-07-28,EXP-0010,BUY-0020,Tiruppur,España,ES,Barcelona,Sea LCL,CIP,2026-08-28,DISPATCH,USD,99316.68,4641.46,33.749,167,
SHP-000268,2026-11-07,EXP-0001,BUY-0004,Delhi,Italia,IT,Genoa,Sea LCL,DAP,2026-12-20,CUSTOMS_PREPARATION,USD,22388.18,2198.43,13.688,79,Do not stack
SHP-000269,2026-09-04,EXP-0001,BUY-0030,Delhi,España,ES,Barcelona,Sea LCL,CIF,2026-10-19,PRE_PRODUCTION,USD,13825.92,226.37,1.746,9,Moisture protection requested
SHP-000270,2026-12-06,EXP-0002,BUY-0019,Mumbai,IT,IT,Genoa,Sea LCL,FOB,2027-01-11,DISPATCH,USD,11504.64,2187.18,10.007,79,Moisture protection requested
SHP-000271,2026-12-07,EXP-0006,BUY-0015,Jaipur,España,ES,Barcelona,Sea LCL,CIP,2027-01-13,PRE_PRODUCTION,USD,96880.39,2869.92,19.395,103,Do not stack
SHP-000272,2026-11-04,EXP-0004,BUY-0012,Kolkata,The Netherlands,NL,Rotterdam,Sea LCL,CIF,2026-12-17,PRODUCT_APPROVAL,USD,206949.99,2971.04,16.51,108,Moisture protection requested
SHP-000273,2026-07-15,EXP-0001,BUY-0018,Delhi,French Republic,FR,Marseille,Sea LCL,FOB,2026-08-27,PRODUCT_APPROVAL,USD,24222.72,1845.99,9.228,66,Moisture protection requested
SHP-000274,2026-07-16,EXP-0005,BUY-0024,Bengaluru,Italy,IT,Genoa,Air,DAP,2026-08-02,IN_TRANSIT,USD,7625.24,324.12,1.921,12,Standard
SHP-000275,2026-08-22,EXP-0003,BUY-0024,Chennai,Italy,IT,Genoa,Sea LCL,FOB,2026-09-25,PACKING,USD,35803.6,794.96,4.084,29,Retail launch deadline
SHP-000276,2026-10-15,EXP-0003,BUY-0029,Chennai,IT,IT,Genoa,Sea LCL,FOB,2026-12-03,PRE_PRODUCTION,USD,53358.84,1765.3,10.653,64,Standard
SHP-000277,2026-08-30,EXP-0003,BUY-0008,Chennai,French Republic,FR,Marseille,Sea LCL,DAP,2026-10-13,IN_TRANSIT,USD,65997.6,3619.61,19.074,130,Do not stack
SHP-000278,2026-11-15,EXP-0001,BUY-0002,Delhi,The Netherlands,NL,Rotterdam,Sea LCL,CIF,2026-12-25,DISPATCH,USD,15627.8,608.94,3.618,23,Do not stack
SHP-000279,2026-08-12,EXP-0007,BUY-0004,Ahmedabad,Italia,IT,Genoa,Sea LCL,CIF,2026-09-15,DISPATCH,USD,7478.2,472.48,2.999,17,Moisture protection requested
SHP-000280,2026-07-09,EXP-0001,BUY-0003,Delhi,FR,FR,Le Havre,Sea LCL,FOB,2026-08-24,PRODUCT_APPROVAL,USD,74080.95,1078.03,8.598,39,Retail launch deadline
SHP-000281,2026-09-27,EXP-0003,BUY-0028,Chennai,France,FR,Marseille,Air,CIF,2026-10-14,PACKING,USD,4082.4,122.34,0.569,5,Retail launch deadline
SHP-000282,2026-11-13,EXP-0005,BUY-0015,Bengaluru,Spain,ES,Valencia,Sea LCL,CIF,2026-12-14,CUSTOMS_PREPARATION,USD,71499.48,3618.04,25.643,130,Do not stack
SHP-000283,2026-08-08,EXP-0004,BUY-0023,Kolkata,French Republic,FR,Le Havre,Sea LCL,CIF,2026-09-11,PACKING,USD,81755.65,1580.6,8.475,57,Do not stack
SHP-000284,2026-11-23,EXP-0012,BUY-0019,Mumbai,IT,IT,Genoa,Sea LCL,CIP,2026-12-25,PRE_PRODUCTION,USD,141673.72,4159.4,31.274,150,
SHP-000285,2026-11-16,EXP-0003,BUY-0017,Chennai,NL,NL,Rotterdam,Sea LCL,CIF,2026-12-23,DISPATCH,USD,54099.5,2324.05,11.741,84,Moisture protection requested
SHP-000286,2026-08-04,EXP-0004,BUY-0028,Kolkata,French Republic,FR,Marseille,Sea LCL,FOB,2026-09-16,DISPATCH,USD,38295.0,419.24,2.103,15,Moisture protection requested
SHP-000287,2026-11-03,EXP-0001,BUY-0004,Delhi,IT,IT,Genoa,Sea LCL,DAP,2026-12-13,PACKING,USD,88265.7,1618.94,9.893,59,
SHP-000288,2026-10-15,EXP-0007,BUY-0020,Ahmedabad,España,ES,Barcelona,Air,FOB,2026-10-25,PRE_PRODUCTION,USD,23517.21,595.86,4.458,22,
SHP-000289,2026-11-16,EXP-0002,BUY-0008,Mumbai,French Republic,FR,Le Havre,Sea LCL,FOB,2027-01-05,DISPATCH,USD,46891.5,944.72,6.537,34,
SHP-000290,2026-11-26,EXP-0001,BUY-0015,Delhi,Spain,ES,Barcelona,Sea LCL,CIF,2027-01-13,CUSTOMS_PREPARATION,USD,115607.17,4154.46,22.578,149,Moisture protection requested
SHP-000291,2026-09-01,EXP-0007,BUY-0001,Ahmedabad,Germany,DE,Hamburg,Sea LCL,CIP,2026-10-04,IN_TRANSIT,USD,61094.7,2257.12,11.74,82,Moisture protection requested
SHP-000292,2026-10-08,EXP-0004,BUY-0023,Kolkata,France,FR,Marseille,Sea LCL,CIP,2026-11-16,IN_TRANSIT,USD,55662.28,3158.06,16.285,114,
SHP-000293,2026-09-03,EXP-0009,BUY-0008,Surat,French Republic,FR,Marseille,Sea LCL,CIP,2026-10-13,DISPATCH,USD,75647.7,3161.36,18.239,114,Do not stack
SHP-000294,2026-07-27,EXP-0011,BUY-0011,Delhi,DE,DE,Hamburg,Air,CIP,2026-08-10,BOOKING,USD,10618.2,505.57,3.345,19,Do not stack
SHP-000295,2026-10-30,EXP-0005,BUY-0004,Bengaluru,IT,IT,Genoa,Air,FOB,2026-11-08,CUSTOMS_PREPARATION,USD,9760.8,143.28,0.955,6,Retail launch deadline
SHP-000296,2026-10-14,EXP-0007,BUY-0020,Ahmedabad,Spain,ES,Valencia,Sea LCL,CIF,2026-11-19,PACKING,USD,18358.2,997.79,5.011,36,Standard
SHP-000297,2026-08-31,EXP-0012,BUY-0024,Mumbai,Italy,IT,Genoa,Sea LCL,DAP,2026-10-17,BOOKING,USD,82678.14,3478.15,16.258,125,
SHP-000298,2026-10-27,EXP-0010,BUY-0018,Tiruppur,FR,FR,Marseille,Air,DAP,2026-11-07,BOOKING,USD,51151.1,1434.21,8.643,52,Moisture protection requested
SHP-000299,2026-10-24,EXP-0011,BUY-0017,Delhi,NL,NL,Rotterdam,Air,CIP,2026-11-05,CUSTOMS_PREPARATION,USD,52861.98,1387.85,8.437,50,
SHP-000300,2026-08-11,EXP-0006,BUY-0008,Jaipur,FR,FR,Le Havre,Sea LCL,CIP,2026-09-10,CUSTOMS_PREPARATION,USD,40399.24,3348.34,23.63,120,Retail launch deadline
